temperature,humidity,rainfall,wind_speed,soil_ph,nitrogen,organic_carbon,clay,sand,silt,cec,season,label
30.11,51.66,83.35,10.6,7.02,65.58,25.0,29.11,42.25,28.64,25.68,Whole Year,Pomegranate
30.64,46.06,64.89,10.42,6.63,73.86,13.11,19.5,63.15,17.35,14.86,Whole Year,Water Melon
29.32,55.97,87.61,9.37,7.27,75.68,25.0,34.65,42.05,23.3,20.6,Whole Year,Pomegranate
26.12,62.33,119.79,9.53,6.8,72.16,18.67,36.03,40.69,23.28,20.44,Kharif,Maize
23.78,60.86,133.89,9.28,6.44,54.76,16.26,23.16,50.05,26.79,19.98,Whole Year,Orange
32.89,42.55,58.25,11.1,6.71,77.28,13.95,17.48,64.31,18.21,11.52,Whole Year,Water Melon
26.07,66.36,55.78,9.84,6.65,81.87,25.0,31.56,39.58,28.86,21.1,Whole Year,Pomegranate
26.84,72.85,198.52,9.59,6.74,94.08,25.0,30.84,33.53,35.63,27.93,Whole Year,Banana
27.84,61.84,125.12,7.23,6.34,68.42,13.78,28.53,45.37,26.1,20.34,Whole Year,Mango
29.59,75.56,188.07,13.34,6.64,70.88,24.48,22.99,37.27,39.74,24.25,Kharif,Rice
30.19,69.05,135.32,11.35,6.52,70.35,18.14,25.74,46.64,27.62,21.97,Whole Year,Papaya
28.45,54.14,49.8,11.25,6.64,71.0,13.4,16.17,62.87,20.96,12.92,Whole Year,Karbuja(Musk Melon)
27.15,62.86,116.02,8.47,6.61,74.52,19.04,23.69,46.4,29.91,16.89,Whole Year,Orange
29.68,79.77,199.38,7.98,6.94,79.84,25.0,29.29,36.29,34.42,27.54,Whole Year,Banana
29.01,39.1,45.55,11.54,6.56,67.6,12.35,19.91,63.05,17.04,14.17,Whole Year,Karbuja(Musk Melon)
27.44,54.95,97.12,8.3,6.71,73.73,21.12,30.35,41.34,28.31,23.05,Whole Year,Pomegranate
27.95,61.07,145.56,7.82,7.32,65.62,11.92,31.04,42.27,26.69,22.17,Kharif,Maize
29.58,51.18,113.2,8.43,6.31,61.08,20.4,32.49,39.8,27.71,21.64,Whole Year,Mango
29.31,48.81,66.66,7.24,6.82,70.3,20.44,18.28,60.27,21.45,15.17,Whole Year,Karbuja(Musk Melon)
27.84,61.04,96.24,8.01,6.39,73.94,24.65,26.43,45.68,27.89,18.28,Whole Year,Mango
27.6,76.86,169.9,7.6,6.74,90.14,25.0,26.98,36.23,36.79,21.78,Whole Year,Banana
18.93,61.77,93.23,7.87,6.29,41.03,13.39,21.42,48.45,30.13,14.48,Rabi,Beans
28.5,54.49,48.97,11.37,6.95,68.97,12.72,16.79,62.24,20.97,11.83,Whole Year,Karbuja(Musk Melon)
27.34,75.67,189.72,8.35,6.74,97.59,25.0,28.49,36.33,35.18,21.87,Whole Year,Banana
26.08,63.51,94.3,10.18,7.06,64.58,25.0,27.99,41.15,30.86,23.97,Whole Year,Pomegranate
28.18,76.86,209.02,10.78,6.79,80.05,25.0,27.2,40.43,32.37,23.47,Whole Year,Banana
29.27,67.95,154.14,9.1,6.71,69.69,25.0,31.02,34.49,34.49,23.08,Whole Year,Banana
20.83,67.63,100.39,8.71,6.62,79.58,17.25,29.05,45.33,25.62,16.67,Whole Year,Orange
26.3,53.95,78.69,9.36,6.85,54.62,20.74,25.33,46.77,27.9,20.13,Whole Year,Grapes
28.12,83.06,167.29,9.15,6.47,93.81,24.94,29.69,35.0,35.31,22.18,Kharif,Rice
32.44,48.29,58.29,13.29,6.79,82.26,9.68,14.89,63.94,21.17,15.03,Whole Year,Water Melon
25.39,56.58,87.45,10.47,7.21,66.75,25.0,34.87,39.64,25.49,23.78,Whole Year,Pomegranate
28.71,59.51,99.12,6.96,6.71,76.65,12.4,32.1,41.21,26.69,20.41,Kharif,Maize
31.48,51.2,77.72,12.18,6.65,82.85,11.41,18.88,62.87,18.25,14.7,Whole Year,Water Melon
27.01,72.89,183.52,7.59,6.46,82.8,25.0,28.83,33.69,37.48,22.43,Whole Year,Banana
28.2,58.25,72.39,6.75,6.78,66.65,23.4,25.72,45.17,29.11,21.18,Whole Year,Orange
30.54,48.73,32.46,8.9,6.43,84.8,15.8,17.19,62.65,20.16,11.24,Whole Year,Karbuja(Musk Melon)
25.87,57.62,69.17,11.47,6.44,55.26,13.56,21.15,52.18,26.67,14.37,Whole Year,Grapes
21.04,52.48,67.27,11.26,6.78,50.9,19.41,27.44,49.75,22.81,16.77,Whole Year,Grapes
29.17,54.43,76.29,11.1,6.89,73.13,21.29,30.28,39.02,30.7,18.95,Whole Year,Pomegranate
31.28,57.72,71.23,7.15,6.74,37.46,14.62,29.47,42.68,27.85,15.96,Kharif,Black Gram Dal(Urd Dal)
24.83,63.01,102.32,9.49,6.74,79.04,17.91,24.29,47.68,28.03,19.42,Whole Year,Orange
26.1,73.41,128.48,8.16,7.02,79.92,19.22,27.71,45.56,26.73,23.53,Whole Year,Papaya
24.95,57.52,90.25,8.03,6.44,41.77,15.41,26.39,40.83,32.78,19.18,Rabi,Beans
22.69,65.49,111.96,10.44,6.63,75.47,13.4,25.38,51.28,23.34,15.11,Whole Year,Orange
17.0,60.59,96.62,7.56,6.27,42.64,16.35,24.35,43.84,31.81,15.08,Rabi,Beans
30.87,68.7,149.07,8.55,6.51,81.81,25.0,27.83,46.07,26.1,18.53,Whole Year,Papaya
24.06,62.0,52.81,9.78,6.78,50.13,19.64,23.8,54.37,21.83,17.16,Whole Year,Grapes
24.71,56.67,71.5,10.29,7.47,65.02,13.68,28.9,44.81,26.29,17.17,Whole Year,Grapes
32.29,50.35,60.39,10.5,6.6,51.02,9.39,16.88,64.05,19.07,15.59,Whole Year,Water Melon
31.55,47.97,36.0,13.71,6.26,69.24,13.21,17.94,58.66,23.4,9.82,Whole Year,Karbuja(Musk Melon)
29.24,62.51,73.3,10.11,6.8,34.0,8.72,32.71,40.63,26.66,17.46,Kharif,Black Gram Dal(Urd Dal)
23.97,65.53,109.53,8.31,6.97,79.6,21.12,28.03,46.5,25.47,17.82,Whole Year,Orange
19.71,67.6,118.92,5.72,6.03,38.54,15.24,25.42,45.24,29.34,22.5,Rabi,Beans
27.54,70.65,126.21,9.89,6.81,88.02,24.72,28.01,45.56,26.43,23.42,Whole Year,Papaya
30.31,52.97,70.9,12.45,6.36,77.89,11.03,16.06,64.33,19.61,13.71,Whole Year,Water Melon
24.54,61.37,84.07,8.04,6.95,76.67,25.0,35.98,37.97,26.05,23.01,Whole Year,Pomegranate
26.87,62.71,93.97,9.65,7.13,84.92,25.0,31.76,39.97,28.27,18.73,Whole Year,Pomegranate
32.45,68.76,151.95,5.89,7.22,76.88,24.95,24.94,48.02,27.04,21.75,Whole Year,Papaya
30.29,55.17,90.59,9.42,6.95,66.79,25.0,31.03,38.81,30.16,23.31,Whole Year,Pomegranate
19.43,56.54,88.74,6.12,6.04,39.99,17.32,27.9,41.5,30.6,17.8,Rabi,Beans
26.44,66.35,107.75,10.47,6.49,74.43,19.38,25.55,47.69,26.76,14.88,Whole Year,Orange
32.19,48.2,48.87,7.35,6.55,57.93,11.0,19.42,61.03,19.55,12.08,Whole Year,Karbuja(Musk Melon)
36.05,55.07,80.25,10.87,6.43,76.0,14.55,19.91,61.0,19.09,14.79,Whole Year,Karbuja(Musk Melon)
26.66,57.8,150.03,4.88,7.06,52.63,11.98,38.29,28.32,33.39,31.05,Kharif,Cotton
29.26,79.1,157.03,9.28,6.73,79.04,23.78,29.2,36.17,34.63,23.48,Kharif,Rice
21.11,67.68,115.52,6.65,6.23,43.42,19.66,24.37,46.89,28.74,20.49,Rabi,Beans
29.43,50.82,117.48,9.14,6.12,71.41,25.0,27.38,47.24,25.38,24.19,Whole Year,Mango
29.15,72.29,171.11,11.01,6.83,75.75,25.0,28.13,35.62,36.25,27.4,Whole Year,Banana
30.99,58.25,103.46,9.79,6.56,55.3,23.05,29.45,42.49,28.06,18.46,Whole Year,Mango
30.93,40.58,56.87,10.78,6.86,76.53,15.85,21.62,62.04,16.34,16.8,Whole Year,Karbuja(Musk Melon)
24.56,60.5,103.26,6.88,6.22,41.0,15.58,27.38,42.71,29.91,19.04,Rabi,Beans
30.9,53.36,119.01,11.63,6.36,70.14,17.7,29.17,45.24,25.59,21.81,Whole Year,Mango
29.87,56.98,122.24,9.91,6.76,75.09,22.72,30.58,45.13,24.29,18.39,Kharif,Maize
27.97,50.62,69.15,10.25,6.86,71.7,25.0,30.85,36.26,32.89,23.16,Whole Year,Pomegranate
27.37,83.5,162.25,10.19,6.78,80.2,25.0,28.41,33.35,38.24,22.33,Kharif,Rice
25.79,54.86,89.63,10.4,7.11,72.59,23.61,28.91,41.66,29.43,25.14,Whole Year,Pomegranate
25.49,54.39,68.37,9.59,6.97,51.87,23.6,23.89,49.6,26.51,15.78,Whole Year,Grapes
29.95,55.07,73.02,9.55,6.84,37.2,12.51,30.91,44.09,25.0,20.79,Kharif,Black Gram Dal(Urd Dal)
29.95,52.65,76.31,9.31,6.75,44.32,11.81,30.11,43.13,26.76,17.99,Kharif,Black Gram Dal(Urd Dal)
32.01,74.09,124.68,6.28,6.51,92.59,25.0,24.81,50.22,24.97,22.81,Whole Year,Papaya
23.44,60.96,106.41,9.43,7.02,73.24,22.42,30.35,47.71,21.94,19.28,Whole Year,Orange
29.39,62.28,150.8,8.93,6.96,64.03,16.36,41.45,28.96,29.59,31.94,Kharif,Cotton
24.37,57.62,120.7,11.72,6.31,74.94,24.01,28.68,45.72,25.6,18.48,Whole Year,Mango
25.96,66.31,122.04,10.19,6.91,71.27,23.57,36.56,43.66,19.78,21.67,Kharif,Maize
31.98,57.65,118.25,10.88,6.68,68.19,22.74,27.79,45.26,26.95,20.31,Whole Year,Mango
28.57,77.01,143.03,7.9,6.51,94.74,22.97,26.18,50.55,23.27,17.93,Whole Year,Papaya
29.28,66.57,133.98,9.76,6.7,63.33,25.0,25.58,48.67,25.75,20.92,Whole Year,Papaya
25.12,81.31,179.99,7.29,6.6,81.51,25.0,28.42,38.94,32.64,26.47,Whole Year,Banana
26.02,67.32,77.83,10.8,6.53,43.39,10.75,29.88,45.28,24.84,19.94,Kharif,Black Gram Dal(Urd Dal)
33.55,44.71,78.55,12.93,6.52,87.97,16.88,19.34,62.07,18.59,14.1,Whole Year,Water Melon
25.12,66.87,125.89,9.58,7.13,82.18,18.41,36.52,36.17,27.31,21.37,Kharif,Maize
24.64,60.44,95.1,12.14,6.44,85.2,17.44,29.16,45.19,25.65,19.15,Whole Year,Orange
29.65,67.97,140.06,8.09,6.71,49.09,13.28,38.85,25.81,35.34,35.9,Kharif,Cotton
28.07,66.14,158.09,11.05,6.98,65.71,17.65,29.13,44.21,26.66,24.57,Kharif,Maize
25.84,59.19,125.56,9.14,7.28,62.47,12.16,38.38,29.68,31.94,29.42,Kharif,Cotton
29.14,71.02,167.36,8.13,6.57,89.82,25.0,28.68,37.6,33.72,26.27,Whole Year,Banana
27.17,64.98,145.36,7.3,7.21,64.17,13.88,40.16,26.01,33.83,34.83,Kharif,Cotton
27.53,63.44,77.14,10.1,7.02,30.98,7.07,30.22,42.84,26.94,22.17,Kharif,Black Gram Dal(Urd Dal)
30.05,58.18,102.84,9.02,6.7,85.44,22.66,34.85,39.75,25.4,22.12,Whole Year,Pomegranate
28.77,68.66,68.7,10.78,6.97,39.19,14.58,26.37,44.2,29.43,16.79,Kharif,Black Gram Dal(Urd Dal)
27.45,80.4,174.25,9.35,6.64,83.74,25.0,26.87,32.75,40.38,22.59,Kharif,Rice
27.19,54.18,54.98,9.21,6.88,51.46,11.78,23.05,54.83,22.12,22.25,Whole Year,Grapes
31.09,55.66,148.74,6.72,6.95,68.6,13.0,37.17,31.83,31.0,29.73,Kharif,Cotton
30.0,50.58,53.89,12.29,6.34,76.12,15.25,17.89,59.04,23.07,13.4,Whole Year,Karbuja(Musk Melon)
26.97,63.7,122.33,8.43,6.66,77.12,13.0,33.57,39.95,26.48,17.4,Kharif,Maize
36.26,47.79,112.91,10.15,6.54,59.13,18.41,28.32,46.78,24.9,20.75,Whole Year,Mango
34.46,48.47,53.92,10.04,6.43,61.15,19.77,20.01,59.42,20.57,16.43,Whole Year,Karbuja(Musk Melon)
25.04,53.86,61.36,10.82,6.92,57.46,13.54,21.56,49.74,28.7,16.5,Whole Year,Grapes
26.83,64.29,140.5,9.67,7.14,67.33,14.53,38.18,31.81,30.01,34.74,Kharif,Cotton
30.29,75.41,175.71,10.21,6.5,89.71,22.65,28.2,35.12,36.68,21.57,Kharif,Rice
29.8,51.23,85.98,11.07,6.88,61.96,20.4,27.57,48.47,23.96,18.07,Whole Year,Mango
27.57,52.12,52.84,11.36,6.99,72.88,13.82,22.91,57.13,19.96,10.87,Whole Year,Karbuja(Musk Melon)
22.84,49.78,67.62,10.04,6.93,59.52,18.75,25.37,47.71,26.92,18.95,Whole Year,Grapes
24.64,72.08,115.82,8.95,6.43,79.48,18.29,24.97,46.35,28.68,16.59,Whole Year,Orange
27.62,78.75,171.27,12.32,7.06,81.81,25.0,27.63,37.39,34.98,26.4,Kharif,Rice
29.89,55.8,116.19,8.64,6.33,60.53,10.16,32.95,42.32,24.73,19.64,Whole Year,Mango
27.61,76.64,159.02,9.82,7.01,68.63,25.0,27.99,35.01,37.0,27.81,Whole Year,Banana
29.89,66.63,48.52,10.61,6.79,34.61,14.81,26.38,42.4,31.22,19.01,Kharif,Black Gram Dal(Urd Dal)
28.44,45.89,63.86,12.85,6.6,70.95,4.13,17.48,60.69,21.83,16.33,Whole Year,Karbuja(Musk Melon)
28.53,57.36,105.91,8.44,7.14,82.7,20.51,34.37,42.82,22.81,24.69,Kharif,Maize
24.48,49.39,75.27,11.15,6.6,65.56,19.47,24.89,47.17,27.94,16.96,Whole Year,Grapes
35.61,54.19,57.94,15.89,6.42,71.12,11.58,19.86,59.7,20.44,15.45,Whole Year,Water Melon
26.38,58.91,135.73,10.94,6.42,63.83,8.78,33.99,40.54,25.47,18.98,Kharif,Maize
28.09,78.35,158.78,8.94,6.53,83.91,25.0,24.55,36.86,38.59,22.63,Kharif,Rice
29.14,48.61,48.63,10.48,6.55,62.41,13.31,15.15,64.03,20.82,17.09,Whole Year,Karbuja(Musk Melon)
26.5,64.01,77.55,8.31,6.71,35.39,17.95,29.42,43.26,27.32,16.13,Kharif,Black Gram Dal(Urd Dal)
25.01,60.71,115.0,9.2,6.61,66.37,19.49,27.2,42.61,30.19,18.74,Whole Year,Orange
29.25,63.72,108.38,5.69,7.08,74.95,23.3,25.66,47.99,26.35,20.02,Whole Year,Orange
26.84,49.46,147.93,10.4,6.85,62.47,15.28,38.3,29.0,32.7,33.57,Kharif,Cotton
25.57,58.8,119.74,7.37,6.83,84.04,15.05,35.1,39.1,25.8,19.71,Kharif,Maize
19.96,60.77,97.07,8.37,6.67,64.02,18.48,32.19,44.35,23.46,17.19,Whole Year,Orange
30.36,58.92,85.06,9.08,7.21,60.02,25.0,34.19,40.36,25.45,21.53,Whole Year,Pomegranate
27.45,64.89,142.17,9.32,7.07,70.01,19.29,36.16,39.22,24.62,19.63,Kharif,Maize
19.03,58.2,112.4,6.53,5.73,41.56,17.15,27.0,42.28,30.72,15.97,Rabi,Beans
32.56,51.56,107.09,9.53,6.33,78.41,13.09,30.82,45.44,23.74,22.27,Whole Year,Mango
23.07,61.36,61.05,11.49,6.88,26.98,12.62,27.21,41.04,31.75,18.5,Kharif,Black Gram Dal(Urd Dal)
31.57,70.21,115.73,8.28,6.84,85.69,23.06,22.26,47.51,30.23,18.14,Whole Year,Papaya
28.93,73.38,128.82,8.5,7.15,65.77,21.47,29.49,45.89,24.62,20.12,Whole Year,Papaya
28.83,50.58,49.53,10.39,6.64,67.38,15.88,20.65,61.33,18.02,12.38,Whole Year,Karbuja(Musk Melon)
29.65,79.68,180.5,10.42,6.72,86.44,25.0,30.82,34.38,34.8,24.96,Whole Year,Banana
27.53,64.55,76.3,10.26,6.8,42.13,9.02,33.16,42.27,24.57,17.14,Kharif,Black Gram Dal(Urd Dal)
30.67,48.79,51.95,11.65,6.35,64.01,12.77,17.09,62.43,20.48,13.5,Whole Year,Karbuja(Musk Melon)
26.92,61.38,91.64,8.34,6.73,38.92,17.54,30.5,42.14,27.36,17.89,Kharif,Black Gram Dal(Urd Dal)
27.6,56.38,92.67,9.23,6.87,71.5,25.0,32.11,40.73,27.16,23.37,Whole Year,Pomegranate
26.33,59.72,80.21,14.04,6.91,50.74,12.54,27.69,47.6,24.71,15.32,Whole Year,Grapes
28.47,80.77,177.25,10.69,6.66,92.16,25.0,28.4,36.88,34.72,22.76,Whole Year,Banana
29.29,51.82,28.73,12.17,6.87,61.32,10.24,18.46,60.39,21.15,15.07,Whole Year,Water Melon
23.15,52.39,58.54,8.72,6.91,63.7,14.65,22.65,49.38,27.97,13.58,Whole Year,Grapes
23.65,65.19,91.33,7.2,6.74,80.71,15.07,31.51,43.86,24.63,17.89,Whole Year,Orange
31.78,46.89,52.99,13.17,6.79,80.06,9.93,14.27,64.54,21.19,12.18,Whole Year,Water Melon
31.74,77.07,112.44,9.08,6.95,84.48,22.89,27.9,47.62,24.48,19.92,Whole Year,Papaya
25.86,78.38,183.15,6.93,6.39,91.5,25.0,29.79,33.16,37.05,24.96,Kharif,Rice
30.22,60.97,95.3,10.2,7.31,75.2,22.88,27.96,41.55,30.49,19.36,Whole Year,Pomegranate
29.41,76.09,160.17,7.16,6.74,87.47,14.49,26.6,45.6,27.8,19.71,Whole Year,Papaya
28.49,76.96,160.75,8.42,6.7,90.08,21.95,26.62,39.03,34.35,24.67,Whole Year,Banana
25.61,69.7,66.93,6.47,6.77,42.1,8.82,30.08,43.29,26.63,20.04,Kharif,Black Gram Dal(Urd Dal)
29.79,54.33,92.75,11.2,6.65,72.83,16.23,29.56,43.08,27.36,20.82,Whole Year,Mango
28.18,64.03,127.55,7.5,6.73,80.2,21.41,42.1,36.41,21.49,24.51,Kharif,Maize
27.25,75.66,182.64,9.11,6.51,100.06,25.0,25.91,38.52,35.57,24.6,Whole Year,Banana
28.99,59.72,62.01,9.65,6.71,48.94,13.86,25.14,46.5,28.36,18.49,Whole Year,Grapes
28.11,69.59,136.47,11.48,7.07,90.58,20.79,29.46,45.5,25.04,18.66,Whole Year,Papaya
33.42,53.66,103.9,7.83,6.37,75.37,18.66,32.35,42.73,24.92,18.84,Whole Year,Mango
26.64,54.49,148.62,9.13,6.96,60.29,15.37,35.02,31.36,33.62,32.88,Kharif,Cotton
26.46,73.62,206.01,9.08,6.85,89.83,23.1,28.9,32.99,38.11,31.33,Whole Year,Banana
30.0,61.37,144.11,8.38,6.86,79.73,15.21,35.27,42.45,22.28,20.46,Kharif,Maize
25.46,62.01,119.69,7.2,6.72,60.16,15.39,33.87,41.52,24.61,21.96,Kharif,Maize
30.68,46.09,56.96,11.49,6.46,60.1,8.48,17.35,63.84,18.81,13.69,Whole Year,Karbuja(Musk Melon)
31.01,49.6,58.18,10.67,6.55,70.35,9.46,17.14,62.47,20.39,15.9,Whole Year,Karbuja(Musk Melon)
24.74,61.64,144.21,6.2,7.16,51.34,17.8,39.3,29.76,30.94,30.75,Kharif,Cotton
29.14,49.98,62.1,13.3,6.41,73.57,9.66,15.68,60.38,23.94,13.37,Whole Year,Karbuja(Musk Melon)
30.35,62.4,57.36,9.29,6.83,29.73,13.74,32.08,44.41,23.51,16.58,Kharif,Black Gram Dal(Urd Dal)
24.79,55.28,55.24,8.84,6.74,63.86,19.59,22.03,51.77,26.2,13.99,Whole Year,Grapes
25.99,75.95,154.82,11.35,6.54,67.03,24.76,24.04,48.19,27.77,20.9,Whole Year,Papaya
25.76,77.24,170.13,6.92,6.58,88.26,25.0,33.69,36.4,29.91,26.59,Whole Year,Banana
30.19,76.05,160.04,7.35,6.9,76.74,17.23,26.7,50.5,22.8,17.81,Whole Year,Papaya
32.97,53.8,120.89,7.78,6.77,76.24,16.71,29.28,48.09,22.63,20.18,Whole Year,Mango
28.74,57.39,127.48,9.34,7.31,71.53,13.93,36.03,30.33,33.64,34.7,Kharif,Cotton
29.0,63.46,84.35,11.29,6.56,33.69,11.35,30.46,43.63,25.91,19.4,Kharif,Black Gram Dal(Urd Dal)
29.56,77.3,176.49,8.95,6.51,83.61,21.56,26.31,37.67,36.02,16.59,Kharif,Rice
28.84,57.08,112.04,9.09,6.51,74.36,18.36,26.99,45.56,27.45,22.97,Whole Year,Mango
27.06,76.39,146.94,8.56,6.59,86.76,22.23,25.57,37.19,37.24,22.41,Kharif,Rice
24.2,50.58,74.75,10.74,7.14,63.02,13.84,29.56,47.76,22.68,17.06,Whole Year,Grapes
28.45,57.3,96.65,9.67,7.27,83.13,25.0,32.67,38.41,28.92,17.16,Whole Year,Pomegranate
29.23,55.74,90.14,9.52,6.82,64.87,25.0,26.44,44.68,28.88,19.23,Whole Year,Pomegranate
28.07,56.93,70.26,8.99,7.13,77.92,25.0,28.58,43.77,27.65,23.9,Whole Year,Pomegranate
28.24,66.5,108.99,7.66,6.75,81.19,25.0,36.74,40.01,23.25,19.03,Kharif,Maize
35.04,47.73,50.82,8.48,6.34,67.01,14.51,18.83,60.99,20.18,17.11,Whole Year,Karbuja(Musk Melon)
26.52,57.46,150.25,8.38,7.14,63.17,18.1,37.71,30.89,31.4,30.8,Kharif,Cotton
27.65,51.71,81.51,8.6,6.72,59.44,20.94,25.25,51.78,22.97,16.58,Whole Year,Grapes
27.29,54.46,122.56,7.95,6.88,83.02,23.08,23.8,48.52,27.68,14.36,Whole Year,Mango
19.67,64.23,100.73,9.48,6.06,43.14,12.48,23.94,41.16,34.9,14.17,Rabi,Beans
29.99,59.13,122.25,9.24,7.67,58.32,13.63,36.39,30.45,33.16,33.56,Kharif,Cotton
31.08,61.74,133.72,10.78,6.41,82.83,18.72,29.84,42.32,27.84,15.06,Whole Year,Mango
28.47,67.06,117.8,7.37,6.35,73.68,6.19,26.35,47.89,25.76,17.95,Whole Year,Mango
20.34,56.52,104.4,7.77,6.12,38.33,16.9,27.15,46.85,26.0,17.12,Rabi,Beans
30.71,75.97,182.9,10.78,6.67,85.7,25.0,30.28,37.04,32.68,23.54,Whole Year,Banana
23.76,57.65,90.46,7.96,6.05,43.0,7.75,22.16,46.13,31.71,16.02,Rabi,Beans
31.13,45.15,44.13,11.84,6.56,61.94,17.41,17.34,63.1,19.56,12.05,Whole Year,Karbuja(Musk Melon)
29.92,71.27,147.38,9.53,6.67,78.21,25.0,25.67,46.11,28.22,20.1,Whole Year,Papaya
28.15,65.58,132.42,10.66,6.99,80.08,20.88,34.24,38.48,27.28,18.55,Kharif,Maize
18.58,57.91,101.62,7.79,6.32,33.08,12.01,28.85,41.82,29.33,16.17,Rabi,Beans
27.94,64.06,84.17,11.69,7.13,35.76,8.72,29.33,45.17,25.5,15.03,Kharif,Black Gram Dal(Urd Dal)
25.23,62.52,133.31,8.53,6.65,82.18,15.26,39.13,40.05,20.82,21.61,Kharif,Maize
20.59,56.62,96.74,7.72,5.97,31.5,17.78,26.28,45.03,28.69,14.04,Rabi,Beans
24.61,61.59,142.61,8.69,7.29,63.76,14.92,38.71,28.74,32.55,34.25,Kharif,Cotton
29.41,53.66,171.33,10.81,7.27,58.88,12.94,37.43,30.61,31.96,27.91,Kharif,Cotton
31.4,55.48,76.82,13.33,6.51,70.08,10.8,15.48,62.98,21.54,14.17,Whole Year,Karbuja(Musk Melon)
27.44,63.03,61.33,7.9,6.47,33.17,14.93,31.04,41.03,27.93,20.07,Kharif,Black Gram Dal(Urd Dal)
25.26,60.08,134.54,8.41,7.09,79.11,12.58,36.01,37.09,26.9,19.13,Kharif,Maize
36.48,51.13,67.56,10.06,6.46,68.94,12.68,16.75,65.11,18.14,14.18,Whole Year,Water Melon
25.12,49.3,78.38,8.64,6.92,58.81,13.05,24.58,49.21,26.21,16.41,Whole Year,Grapes
26.67,73.93,120.0,11.74,6.7,84.29,20.4,26.57,50.86,22.57,22.88,Whole Year,Papaya
29.12,61.53,64.7,8.74,7.07,65.46,25.0,30.22,41.91,27.87,24.34,Whole Year,Pomegranate
29.51,72.15,134.16,8.38,6.78,75.97,17.81,23.42,44.98,31.6,14.0,Whole Year,Papaya
24.95,72.68,188.89,8.72,6.67,89.98,21.33,29.71,34.18,36.11,23.94,Kharif,Rice
29.15,75.39,165.3,9.14,6.72,90.24,16.66,26.92,36.56,36.52,21.73,Kharif,Rice
29.17,70.51,131.53,5.32,6.8,84.38,22.88,26.0,45.36,28.64,17.5,Whole Year,Papaya
30.38,59.55,109.48,12.18,6.62,72.58,20.93,30.89,44.11,25.0,21.26,Whole Year,Mango
28.41,63.09,97.08,8.36,6.43,55.15,22.84,32.26,43.02,24.72,23.28,Whole Year,Mango
25.32,57.48,97.03,11.52,7.3,58.54,24.17,29.17,41.9,28.93,20.11,Whole Year,Pomegranate
29.52,55.65,89.42,11.5,6.8,34.65,19.53,30.0,43.81,26.19,17.41,Kharif,Black Gram Dal(Urd Dal)
27.67,76.28,221.18,10.9,6.6,94.01,24.77,27.64,39.88,32.48,22.65,Kharif,Rice
26.21,53.56,90.45,8.75,7.23,63.99,25.0,29.82,41.87,28.31,25.47,Whole Year,Pomegranate
25.44,80.95,180.66,9.54,6.71,92.91,21.37,28.04,36.66,35.3,24.22,Kharif,Rice
25.07,54.46,66.84,9.8,6.59,63.17,17.67,29.3,46.01,24.69,16.83,Whole Year,Orange
27.79,56.22,97.85,7.48,7.06,71.76,23.71,30.67,42.0,27.33,24.39,Whole Year,Pomegranate
25.67,67.39,123.6,10.8,6.58,70.92,14.91,22.22,49.36,28.42,19.69,Whole Year,Orange
21.45,56.75,71.12,9.39,6.94,64.57,11.42,29.87,44.85,25.28,15.83,Whole Year,Grapes
33.1,56.7,160.68,10.13,7.17,68.37,11.26,38.94,28.72,32.34,29.01,Kharif,Cotton
26.26,54.79,80.82,9.9,6.87,32.31,12.25,27.66,44.91,27.43,18.31,Kharif,Black Gram Dal(Urd Dal)
32.81,43.07,55.71,12.44,6.8,83.48,10.79,16.82,61.77,21.41,16.22,Whole Year,Water Melon
33.01,46.98,52.39,15.64,6.6,81.07,14.64,18.43,65.37,16.2,14.54,Whole Year,Water Melon
23.06,58.5,53.28,11.24,6.98,48.57,15.06,25.48,50.92,23.6,14.9,Whole Year,Grapes
29.41,59.36,136.69,9.75,6.69,80.57,16.58,31.01,46.3,22.69,22.77,Whole Year,Mango
25.93,61.55,142.93,9.66,6.49,73.98,25.0,37.45,37.99,24.56,20.67,Kharif,Maize
26.13,63.39,132.42,11.63,6.92,59.53,15.46,38.52,29.41,32.07,35.13,Kharif,Cotton
29.04,77.97,167.84,9.81,6.19,71.33,21.29,21.56,37.66,40.78,24.16,Kharif,Rice
27.21,75.92,165.24,7.17,6.64,90.87,25.0,28.38,36.09,35.53,20.03,Kharif,Rice
25.65,63.14,89.88,9.25,6.39,72.16,21.84,27.13,47.19,25.68,18.83,Whole Year,Orange
26.16,63.61,121.02,9.62,7.2,78.9,22.37,33.72,40.94,25.34,18.94,Kharif,Maize
32.31,59.96,91.38,6.81,6.75,62.93,21.94,30.14,45.71,24.15,21.25,Whole Year,Mango
25.05,56.05,69.7,11.09,6.84,55.87,12.09,27.81,44.81,27.38,17.02,Whole Year,Grapes
28.06,63.17,56.94,7.1,6.82,37.02,14.66,30.19,43.6,26.21,18.53,Kharif,Black Gram Dal(Urd Dal)
27.07,59.83,75.29,5.99,6.97,30.32,13.55,22.8,47.33,29.87,17.73,Kharif,Black Gram Dal(Urd Dal)
27.74,76.04,142.02,10.96,6.61,75.13,25.0,26.15,47.77,26.08,21.99,Whole Year,Papaya
30.95,54.92,56.45,12.19,6.6,81.63,15.88,14.29,64.11,21.6,10.61,Whole Year,Water Melon
